"source_sheet","source_row","section","item","sub_item","prev_metric","current_metric","activity_this_week","next_plan","completed_date","target_date","target_value","request_notes"
"2026-03-13","8","답변","업무 매뉴얼","","","","1. P1 복합 프롬프트 → 72~73% 목표
2. CR 파이프라인 적용 → 75%+ 목표
- Context Refinement: Qwen3-30B 청크 스코어링 → 7점+ 필터 → Top 1~3개
- Self-Verification: 답변 후 검증 LLM → 근거 불일치 시 재생성
3. Qwen3-30B 모델 튜닝 착수
- SFT 학습 데이터 설계 및 구축 (WM 704건)
- H200 환경 구성 및 학습 파이프라인 세팅
- Unsloth SFT 학습 (3 epoch, rank=64, MoE Expert LoRA, 공식 벤치마크 ~0.4s/step)
- LlamaFactory SFT 학습 (rank=32, attention-only, ~45s/step)
4. 오류 유형별 DPO 페어 데이터 설계
5. 튜닝 모델 A/B 비교 평가
- LlamaFactory vs Unsloth 모델 vLLM 서빙 (TP=2) + 704건 테스트
- 베이스라인 대비 효과 측정
6. DPO 학습 착수 (금요일)","1. SFT 결과 기반 DPO 페어 데이터 생성
2. DPO/ORPO 학습 실행
3. 튜닝 모델 704건 전수 평가
4. Base vs Tuned 비교 리포트
--
1. WM 정확도 71.9% → 85%+ (Phase 1 목표): 절차/단계 기반 답변 패턴 직접 학습으로 가장 큰 폭 개선 기대
2. 오답 143건 → 70건 이하: 업무 절차 순서/조건 분기 오류 감소
3. Context Refinement + 튜닝 시너지: CR 파이프라인이 상위 청크만 필터 → 튜닝 모델이 정제된 컨텍스트에서 정확 답변 생성
4. 학습 속도 100x+ 향상: Unsloth MoE fused 커널 (~0.4s/step) vs LlamaFactory (~45s/step), 총 학습 시간 2.5시간 → ~15분","03월 13일","03월 20일","","27개 도메인 분류 중 22개 분류만 데이터 적재 시 메타로 사용되어서 5개는 현재 제외해서 검색을 해야함"
"2026-03-13","9","답변","PC 매뉴얼","","","","1. 미매칭 케이스 원인 분석
- 문서 미검색 vs 다른 문서 매칭 유형 분류
- Reference 정확성 재검증
- 정답지 데이터에 없던 항목의 Reference 확인","1. PC 카테고리 SFT 포함 평가
2. 미매칭 원인별 개선 방안 적용
--
1. PC 77.5% → 85%+: 시스템 화면 기반 답변의 정형화된 패턴 학습
2. 미매칭 원인 파악으로 검색 품질 개선 방향 도출: 문서 미검색 vs 매칭 오류 구분으로 검수 테스트","03월 13일","03월 20일","",""
"2026-03-13","10","답변","상담스크립트","","","","1. 매칭 케이스 실제 정답 분석
- 문서 매칭은 되었으나 정답 여부 유형 분류","","03월 13일","03월 20일","",""
"2026-03-13","11","답변","상품매뉴얼","","","","1. 검색 정확도 개선
   - 검색 실패 원인 분석
   - 검색 품질 개선 방안 수립","1. 검색 실패 원인 분석
2. 검색 품질 개선 방안 수립
3. 튜닝 모델 평가 (305건)
--
1. PM 51.1% → 65%+: 현재 가장 낮은 정확도 카테고리. 검색 실패 높음 → 검색 개선이 우선이나 모델 튜닝으로 찾은 문서 활용도 향상 기대
2. 상품 조건/특약 구조 학습: 복잡한 보험 상품 조건 분기 패턴 학습","03월 13일","03월 20일","",""
"2026-03-13","12","답변","사업방법서","","","","1. 실패 케이스 유형 분류
- 검색 실패 (문서를 못 찾는 경우) 
- 답변 생성 오류 (문서는 찾았으나 답변이 틀린 경우)
2. 답변 생성 프롬프트 개선 검토","1. 실패 케이스 유형 분류
- 검색 실패 (문서를 못 찾는 경우) 
- 답변 생성 오류 (문서는 찾았으나 답변이 틀린 경우)
2. 답변 생성 프롬프트 개선 검토
--
1. BM 69.7% → 80%+: 보험 약관 기반 정확 답변 생성 능력 강화
2. 실패 유형 분류로 정밀 대응: 검색 실패(인덱스/청크 문제)와 답변 생성 오류(LLM 능력 문제) 구분하여 각각 최적 해결","03월 13일","03월 20일","",""
"2026-03-13","13","답변","약관","","","","1. 답변 품질 개선 분석
- 문서는 정확히 찾으나 답변이 틀리는 케이스 집중 분석
- 답변 생성 프롬프트 개선 포인트 도출","1. 답변 생성 프롬프트 개선
2. 튜닝 모델 평가 (264건)
--
1. TC 70.5% → 80%+: 법률 용어/약관 구조 직접 학습으로 답변 정확성 향상
2. 문서 찾았으나 오답인 케이스 해결 방안
- 검색은 성공하나 LLM 전환 실패 → 모델 튜닝 직접 효과 영역","03월 13일","03월 20일","","API 입력값에 약관 Id가 같이 들어올 수 있도록 AI CSR과 논의 요청"
"2026-03-13","14","답변","멀티턴 답변","","","","멀티턴 테스트 환경 구성","1. 멀티턴 테스트 실행
- 대화 맥락 유지 능력 확보: 모델 튜닝 시 멀티턴 대화 데이터 포함 가능","03월 13일","03월 20일","",""
"2026-03-13","15","답변","예측질의 답변","","","","1. 학습 및 검증세트 수급","","03월 13일","03월 20일","","예측질의 학습 질답 세트 제공 요청"
"2026-03-13","16","답변","유도질의 답변","","","","1. 학습 및 검증세트 수급","","03월 13일","03월 20일","","유도질의 학습 질답 세트 제공 요청"
"2026-03-13","17","요약","공통","","","","","","03월 13일","03월 20일","",""
"2026-03-13","18","요약","이전상담 요약","","","","","","03월 13일","03월 20일","",""
"2026-03-13","19","요약","직전상담 요약","","","","","","03월 13일","03월 20일","",""
"2026-03-13","20","요약","문자/알림톡 요약","","","","","","03월 13일","03월 20일","",""
"2026-03-13","21","요약","이메일 내용 요약","","","","","","03월 13일","03월 20일","",""
"2026-03-13","22","요약","현재 상담 결과 요약","","","","","","03월 13일","03월 20일","",""
"2026-03-13","23","요약","고객 발화 요약","","","","","","03월 13일","03월 20일","",""
"2026-03-13","24","요약","상담사 발화 요약","","","","","","03월 13일","03월 20일","",""
"2026-03-13","25","요약","상담내용 요약","","","","","","03월 13일","03월 20일","",""
"2026-03-13","26","요약","공통","","","","","","03월 13일","03월 20일","",""
"2026-03-13","27","요약","상담 제목","","","","1. 프롬프트 개선
 - 전체상담내용요약 프롬프트의 개선포인트 활용 (3/13~)","1. 오류유형분석
 - 외부 품질개선 툴 활용(2단계): 오류 케이스 분석 (~3/24)
2. 프롬프트 개선
 - 외부 품질개선 툴 활용(3단계): 기존 프롬프트 디벨롭, 새로운 프롬프트 개발 병행 (~3/24)
3. LLM Judge 평가 실시 (3/19)","03월 13일","03월 20일","",""
"2026-03-13","28","요약","일반 상담 요약","","","","[전체상담내용]
1. 오류유형분석
 - 외부 품질개선 툴 활용(2단계): 오류 케이스 분석 (~3/11)
2. 프롬프트 개선
 - 외부 품질개선 툴 활용(3단계): 기존 프롬프트 디벨롭, 새로운 프롬프트 개발 병행 (~3/12)
3. LLM Judge 평가 실시 (3/12)

[고객발화내용, 상담사발화내용]
1. 프롬프트 개선
 - 전체상담내용요약 프롬프트의 개선포인트 활용 (3/13~)","[전체, 고객, 상담사]
1. 오류유형분석
 - 외부 품질개선 툴 활용(2단계): 오류 케이스 분석 (~3/24)
2. 프롬프트 개선
 - 외부 품질개선 툴 활용(3단계): 기존 프롬프트 디벨롭, 새로운 프롬프트 개발 병행 (~3/24)
3. LLM Judge 평가 실시 (3/19)","03월 13일","03월 20일","",""
"2026-03-13","29","요약","민원 상담 요약","","","","1. 민원/개선 데이터 추가하여 프롬프트 재검증 및 분석 (~3/12)","1. 민원/개선 데이터 추가 (~3/20)","03월 13일","03월 20일","",""
"2026-03-13","30","요약","개선 상담 요약","","","","1. 민원/개선 데이터 추가하여 프롬프트 재검증 및 분석 (~3/12)","1. 민원/개선 데이터 추가 (~3/20)","03월 13일","03월 20일","",""
"2026-03-13","31","요약","상담 후처리 타입 분류","","","","[대분류]
1. 오류케이스 분석 후 리포트 1차 정리

[중분류]
1. 오류케이스 분석 후 리포트 1차 정리

[소분류]
1. 오류케이스 분석 후 리포트 1차 정리 

[UXW]
1. 감정 분류(평온/슬픔/화남) 테스트 
 ㄴ 감정 분류 프롬프트 제외 논의 중
2. 멀티턴 시 감정 트리거 부분 테스트(dify)
 ㄴ 감정 변화는 평온에서 화남/슬픔으로 바뀌는 케이스만 테스트하기로 함 
 ㄴ dify에서 테스트 시 멀티턴 감정 트리거 부분 확인 가능 (프롬프트 / code 둘 다 테스트)
3. 최종 어조 프롬프트(정보 안내형/ 정보 확인형) 병합 후 테스트 
  ㄴ 최종 어조 프롬프트 요건 확인 후 가능/불가능 여부 확인 완료 
  ㄴ 어조 프롬프트 프롬프트 고도화","[대분류]
1. 오류케이스 분석 후 리포트
2. 개선 작업

[중분류]
1. 오류케이스 분석 후 리포트
2. 개선 작업

[소분류]
1. 오류케이스 분석 후 리포트
2. 개선 작업

[UXW]
1. 최종 요구사항 마무리 작업","03월 13일","03월 20일","",""
"2026-03-13","32","요약","일반/민원/개선 분류","","","","","","03월 13일","03월 20일","",""
"2026-03-20","7","답변","공통","TopK, 검색방식, 답변 프롬프트 등
공통 적용 항목","","","1. SFT 최적 모델 확정 (LlamaFactory)
  - LlamaFactory 기반 SFT 최적 모델 확정: SFT v10 (71.7%), SFT v12 (74.4%)
  - 짧은 정답(50자 미만) 제거로 소답 유발 패턴 차단 적용 완료
  - Unsloth는 MoE 구조 호환 이슈로 LlamaFactory 단일 프레임워크 확정
2. KTO/DPO(선호도 학습) 학습 실험
  - DPO 3회 + KTO 3회 실험 완료
  - 정답-오답 쌍 데이터 활용, 기본모델 대비 추가 개선 미관찰 → 알고리즘 특성 파악 완료
3. SimPO 실험
  - SimPO 10회 실험 수행
  - 최적 설정에서 76.3% — 기본모델(71.0%) 대비 +5.3%p
  - 94쌍 데이터 + ga=4 + gamma=1.0 + epoch=1 조합이 최적 지점임을 확인
  - 추가 IPO 5회 실험 수행, IPO 최적 설정 73.7% 
    — SimPO와 상호 보완되는 고유 교정 22건 확보
4. 카테고리 전수 평가
  - 모든 실험에 대해 교정/회귀 매트릭스 + Grade 변화 분석
5. 튜닝 전후 비교 테스트
  - LLM 전환율: 71.0% → 76.3% (+5.3%p, 목표 85%+ 대비 진행 중)
  - 오답률: 20.9% → 20.2% (목표 15% 이하 대비 진행 중)
  - 소답률: 6.0% → 3.6% (목표 1.5% 대비 개선 중)
  - 과답률: 2.1% → 0.0%
  - MoE Expert 도메인 특화: LoRA rank16 (활성 파라미터 1.6%) 범위 내 안전 학습 확인","1. ORPO/Hinge 알고리즘 실험 착수
2. 최적 알고리즘 선정 후 타 카테고리 확장 적용 검토
3. RAG 검색 개선 착수
   - Hybrid Search + Reranker + 청크 최적화
   - Query Expansion 테스트
   - Context Refinement: LLM 스코어링 → 상위 1~3개 필터 테스트","03월 20일","03월 27일","",""
"2026-03-20","8","답변","업무 매뉴얼","","","","1. SFT 결과 기반 DPO 페어 데이터 생성
  - SFT 최적 모델 전수테스트 결과에서 정답-오답 쌍 94쌍 생성
  - 데이터 확장(199쌍, 114쌍) 대비 소규모 고품질(94쌍) 효과적임을 비교 실험으로 확인
2. DPO/SimPO/IPO 선호도 학습 실행
  - DPO 3회 → SimPO/IPO로 전환하여 실험 수행
  - SimPO 최적 설정: 76.3% — 교정 78건, 회귀 41건, 순효과 +37건
  - IPO 최적 설정: 73.7% — SimPO와 43건씩 서로 다른 케이스 맞춤, 상호 보완 확인
3. 튜닝 모델 704건 전수 평가
  - 전수 테스트 수행, 교정/회귀 분석 완료
4. Base vs Tuned 비교
  - SimPO vs IPO 교차 분석: 동일 정답 수이나 43건씩 다른 케이스 → 앙상블 가능성 확인
  - IPO 고유 교정 22건 식별 (SimPO와 상호 보완 영역)
5. LLM 전환율 개선 현황
  - 기본모델 71.0% → 76.3% (+5.3%p, 목표 85%+ 대비 진행 중)
  - 오답 147건 → 142건 (−5건),
    소답 42건 → 25건 (−17건), 과답 15건 → 0건 (완전 해소)","1. ORPO/Hinge 알고리즘 학습 + 전수테스트
2. 최적 모델 확정 후 타 카테고리 확장 적용 여부 결정
3. Context Refinement + 튜닝 시너지 검증
  - CR 파이프라인이 상위 청크만 필터 
    → 튜닝 모델이 정제된 컨텍스트에서 정확 답변 생성","03월 20일","03월 27일","","27개 도메인 분류 중 22개 분류만 데이터 적재 시 메타로 사용되어서 5개는 현재 제외해서 검색을 해야함"
"2026-03-20","9","답변","PC 매뉴얼","","","","1. 미매칭 케이스 원인 분석
- 문서 미검색 vs 다른 문서 매칭 유형 분류
- Reference 정확성 재검증
- 정답지 데이터에 없던 항목의 Reference 확인

2. 튜닝 전후 비교 테스트
- PC 739건 전수 비교: 77.5% → 77.5% (변동 없음)
- 문서명 매칭 기반 평가로 LLM 답변 품질과 무관","1. PC 카테고리 SFT 포함 평가
2. 미매칭 케이스(22.5%) 원인 분류로 검색 품질 개선 방향 도출
  - 문서 미검색 vs 매칭 오류 구분으로 검수 테스트","03월 20일","03월 27일","",""
"2026-03-20","10","답변","상담스크립트","","","","1. 매칭 케이스 실제 정답 분석
  - 문서 매칭은 되었으나 정답 여부 유형 분류

2. 튜닝 전후 비교 테스트
  - CS 296건 전수 비교: 69.3% → 69.3% (변동 없음)
  - 문서명 매칭 기반 평가로 튜닝 영향 없음

3. 골든셋 검수
  - 7건 수동 검수: 정답 청크 확인 완료
  - 참조 문서의 청크ID 매핑이 3건 미완성","1. CS 골든셋 청크ID 매핑 완료 (3건)
2. 문서 매칭 성공 케이스 중 실제 답변 정확도 별도 분석","03월 20일","03월 27일","",""
"2026-03-20","11","답변","상품매뉴얼","","","","1. 실패 케이스 유형 분류
  - 검색 실패 (문서를 못 찾는 경우) 
  - 답변 생성 오류 (문서는 찾았으나 답변이 틀린 경우)

2. 답변 생성 프롬프트 개선 검토

3. 튜닝 전후 비교 테스트
  - BM 300건 전수 비교: 69.7% → 62.0% (−7.7%p 하락)
  - 정답 23건 감소

4. 골든셋 검수
  - 14건 수동 검수: 2건 숫자/문자 불일치","1. 실패 케이스 유형 분류
  - 검색 실패 (문서를 못 찾는 경우) 
  - 답변 생성 오류 (문서는 찾았으나 답변이 틀린 경우)

2. 답변 생성 프롬프트 개선 검토

3. 튜닝 전후 비교 테스트
  - 보험 약관 기반 정확 답변 생성 능력 강화
  - 실패 유형 분류로 정밀 대응: 검색 실패(인덱스/청크 문제)와 답변 생성 오류(LLM 능력 문제) 구분하여 각각 최적 해결","03월 20일","03월 27일","",""
"2026-03-20","12","답변","사업방법서","","","","1. 실패 케이스 유형 분류
- 검색 실패 (문서를 못 찾는 경우) 
- 답변 생성 오류 (문서는 찾았으나 답변이 틀린 경우)
2. 답변 생성 프롬프트 개선 검토","1. 실패 케이스 유형 분류
  - 검색 실패 (문서를 못 찾는 경우) 
  - 답변 생성 오류 (문서는 찾았으나 답변이 틀린 경우)

2. 답변 생성 프롬프트 개선 검토

3. 튜닝 전후 비교 테스트
  - 보험 약관 기반 정확 답변 생성 능력 강화
  - 실패 유형 분류로 정밀 대응: 검색 실패(인덱스/청크 문제)와 답변 생성 오류(LLM 능력 문제) 구분하여 각각 최적 해결","03월 20일","03월 27일","",""
"2026-03-20","13","답변","약관","","","","1. 답변 품질 개선 분석
  - 답변 생성 프롬프트 개선 포인트 도출
  - 검색 정확도 97.0% (최고)이나 답변 정확도 70.5%
  - 문서는 찾으나 답변 생성 실패가 주된 원인, 케이스 집중 분석

2. 튜닝 전후 비교 테스트
  - TC 264건 전수 비교: 70.5% → 57.2% (−13.3%p, 최대 하락폭)
  - 정답 35건 감소, 오답 31건 증가

3. 골든셋 검수
  - 16건 수동 검수: 5건 명확 불일치 발견
  - ""간편심사"" 상품 약관 색인 미등록 (3건)
  - ""암 정의"" 질문 청크 오매핑 (2건)","1. 답변 생성 프롬프트 개선

2. 튜닝 전후 비교 테스트
  - 법률 용어/약관 구조 직접 학습 실험
  - 문서 찾았으나 오답인 케이스 집중 분석
  - 검색은 성공하나 LLM 전환 실패 → 모델 튜닝 직접 효과 영역","03월 20일","03월 27일","","API 입력값에 약관 Id가 같이 들어올 수 있도록 AI CSR과 논의 요청"
"2026-03-20","14","답변","멀티턴 답변","","","","멀티턴 테스트 환경 구성","1. 멀티턴 테스트 실행
- 대화 맥락 유지 능력 확보: 모델 튜닝 시 멀티턴 대화 데이터 포함 가능","03월 20일","03월 27일","",""
"2026-03-20","15","답변","예측질의 답변","","","","1. 학습 및 검증세트 수급","","03월 20일","03월 27일","","예측질의 학습 질답 세트 제공 요청"
"2026-03-20","16","답변","유도질의 답변","","","","1. 학습 및 검증세트 수급","","03월 20일","03월 27일","","유도질의 학습 질답 세트 제공 요청"
"2026-03-20","17","요약","공통","","","","","","03월 20일","03월 27일","",""
"2026-03-20","18","요약","이전상담 요약","","","","","","03월 20일","03월 27일","",""
"2026-03-20","19","요약","직전상담 요약","","","","","","03월 20일","03월 27일","",""
"2026-03-20","20","요약","문자/알림톡 요약","","","","","","03월 20일","03월 27일","",""
"2026-03-20","21","요약","이메일 내용 요약","","","","","","03월 20일","03월 27일","",""
"2026-03-20","22","요약","현재 상담 결과 요약","","","","","","03월 20일","03월 27일","",""
"2026-03-20","23","요약","고객 발화 요약","","","","","","03월 20일","03월 27일","",""
"2026-03-20","24","요약","상담사 발화 요약","","","","","","03월 20일","03월 27일","",""
"2026-03-20","25","요약","상담내용 요약","","","","","","03월 20일","03월 27일","",""
"2026-03-20","26","요약","공통","","","","","1. 데이터셋 재가공 (~3/25)
 - STT 가명화
 - 정답지, 키워드 재검수
 - 데이터 건수 확정 (품질개선 툴 - 전체상담내용요약 - 1단계 결과기반)
2. 메타데이터 관련 (~3/26)
 - 메타데이터 A/B 테스트 (효과 검증)
 - (효과 검증 시) 워크플로우 개발 및 메타데이터 준비","03월 20일","03월 27일","",""
"2026-03-20","27","요약","상담 제목","","","","1. 오류유형분석
 - 외부 품질개선 툴 활용(2단계): 오류 케이스 분석 (~3/24)
2. 프롬프트 개선
 - 외부 품질개선 툴 활용(3단계): 기존 프롬프트 디벨롭, 새로운 프롬프트 개발 병행 (~3/24)
3. LLM Judge 평가 실시 (3/19)","1. 오류유형분석
 - 외부 품질개선 툴 활용(2단계): 오류 케이스 분석 (~3/24)
2. 프롬프트 개선
 - 외부 품질개선 툴 활용(3단계): 기존 프롬프트 디벨롭, 새로운 프롬프트 개발 병행 (~3/24)
3. LLM Judge 평가 실시 (~3/26)","03월 20일","03월 27일","",""
"2026-03-20","28","요약","일반 상담 요약","","","","[전체, 고객, 상담사]
1. 오류유형분석
 - 외부 품질개선 툴 활용(2단계): 오류 케이스 분석 (~3/24)
2. 프롬프트 개선
 - 외부 품질개선 툴 활용(3단계): 기존 프롬프트 디벨롭, 새로운 프롬프트 개발 병행 (~3/24)
3. LLM Judge 평가 실시 (3/19)","[전체, 고객, 상담사]
1. 오류유형분석
 - 외부 품질개선 툴 활용(2단계): 오류 케이스 분석 (~3/24)
2. 프롬프트 개선
 - 외부 품질개선 툴 활용(3단계): 기존 프롬프트 디벨롭, 새로운 프롬프트 개발 병행 (~3/24)
3. LLM Judge 평가 실시 (~3/26)","03월 20일","03월 27일","",""
"2026-03-20","29","요약","민원 상담 요약","","","","1. 민원/개선 데이터 추가 (~3/20)","1. 오류유형분석
 - 외부 품질개선 툴 활용(2단계): 오류 케이스 분석 (~3/24)
2. 프롬프트 개선
 - 외부 품질개선 툴 활용(3단계): 기존 프롬프트 디벨롭, 새로운 프롬프트 개발 병행 (~3/24)
3. LLM Judge 평가 실시 (~3/26)","03월 20일","03월 27일","",""
"2026-03-20","30","요약","개선 상담 요약","","","","1. 민원/개선 데이터 추가 (~3/20)","1. 오류유형분석
 - 외부 품질개선 툴 활용(2단계): 오류 케이스 분석 (~3/24)
2. 프롬프트 개선
 - 외부 품질개선 툴 활용(3단계): 기존 프롬프트 디벨롭, 새로운 프롬프트 개발 병행 (~3/24)
3. LLM Judge 평가 실시 (~3/26)","03월 20일","03월 27일","",""
"2026-03-20","31","요약","상담 후처리 타입 분류","","","","[대분류]
1. 오류케이스 분석 후 리포트
2. GT 라벨이 STT 데이터를 바라보고 GT 라벨이 분류된 케이스& 중분류를 보고 대분류를 분류한 케이스 등의 케이스가 있음, 즉 상담 내용 전체가 요약된 데이터에는 고객이 발화한건지 상담사가 발화한건지를 알 수 없기 때문에 첫 발화 원칙이 프롬프트 상 완전 반영되기 어려운 상태. 
3. 일반 상담 → 보험금청구상담 / 보험금청구상담  → 일반 상담 으로 분류된 케이스가 가장 많은 상태라 해당 분류 정확도만 올려도 80% 가능

[중분류]
1. 오류케이스 분석 후 리포트
2. 중분류의 경우, TOP2가 허용되는 케이스가 다수일 수 있음
3. 리포트 분석 중

[소분류]
1. 오류케이스 분석 
2. ""없음"" 필터링을 강화하는 전략으로 프롬프트 엔지니어링 고도화 작업 
- GT에 정답이 있는 데이터 중 7개 데이터가 false로 떨어지는 상황 
- 추후 전략은 GT에 정답이 있는 데이터는 모두 TRUE로 분류할 수 있도록 퓨샷 추가 + 없음 필터링 강화 

[UXW]
1. 멀티턴 테스트 보류 
 ㄴ 개발계에 멀티턴까지 다 적용되면 테스트 예정
2. 페르소나 프롬프트 workflow 추가 작업 
 ㄴ 현재 UXW 노드에 추가하지 않고, 답변 노드에 페르소나 가이드를 넣어둔 상황
3. 어조 프롬프트 workflow 추가 후 상세 개선 사항 확인 후 적용 완료","[대분류]
1. 오류케이스 분석 후 리포트
2. 일반 상담 → 보험금청구상담 / 보험금청구상담  → 일반 상담 으로 분류된 케이스 고도화

[중분류]
1. 오류케이스 분석 후 리포트
2. 중분류의 경우, TOP2가 허용되는 케이스 확인 요청


[소분류]
1. 오류케이스 분석 
2.   GT에 정답이 있는 데이터 중 7개 데이터가 false로 떨어지는 데이터 고도화


[UXW]
1. 페르소나 및 어조 프롬프트 1차 마무리 
2. 테스트 시 개선 사항 확인 후 고도화","03월 20일","03월 27일","",""
"2026-03-20","32","요약","일반/민원/개선 분류","","","","","","03월 20일","03월 27일","",""
"2026-03-27","7","답변","공통","TopK, 검색방식, 답변 프롬프트 등
공통 적용 항목","","","1. ORPO/Hinge 알고리즘 실험 착수
2. 최적 알고리즘 선정 후 타 카테고리 확장 적용 검토
3. RAG 검색 개선 착수
   - Hybrid Search + Reranker + 청크 최적화
   - Query Expansion 테스트
   - Context Refinement: LLM 스코어링 → 상위 1~3개 필터 테스트","","03월 27일","04월 03일","",""
"2026-03-27","8","답변","업무 매뉴얼","","","","1. ORPO/Hinge 알고리즘 학습 + 전수테스트
2. 최적 모델 확정 후 타 카테고리 확장 적용 여부 결정
3. Context Refinement + 튜닝 시너지 검증
  - CR 파이프라인이 상위 청크만 필터 
    → 튜닝 모델이 정제된 컨텍스트에서 정확 답변 생성","","03월 27일","04월 03일","","27개 도메인 분류 중 22개 분류만 데이터 적재 시 메타로 사용되어서 5개는 현재 제외해서 검색을 해야함"
"2026-03-27","9","답변","PC 매뉴얼","","","","1. PC 카테고리 SFT 포함 평가
2. 미매칭 케이스(22.5%) 원인 분류로 검색 품질 개선 방향 도출
  - 문서 미검색 vs 매칭 오류 구분으로 검수 테스트","","03월 27일","04월 03일","",""
"2026-03-27","10","답변","상담스크립트","","","","1. CS 골든셋 청크ID 매핑 완료 (3건)
2. 문서 매칭 성공 케이스 중 실제 답변 정확도 별도 분석","","03월 27일","04월 03일","",""
"2026-03-27","11","답변","상품매뉴얼","","","","1. 실패 케이스 유형 분류
  - 검색 실패 (문서를 못 찾는 경우) 
  - 답변 생성 오류 (문서는 찾았으나 답변이 틀린 경우)

2. 답변 생성 프롬프트 개선 검토

3. 튜닝 전후 비교 테스트
  - 보험 약관 기반 정확 답변 생성 능력 강화
  - 실패 유형 분류로 정밀 대응: 검색 실패(인덱스/청크 문제)와 답변 생성 오류(LLM 능력 문제) 구분하여 각각 최적 해결","","03월 27일","04월 03일","",""
"2026-03-27","12","답변","사업방법서","","","","1. 실패 케이스 유형 분류
  - 검색 실패 (문서를 못 찾는 경우) 
  - 답변 생성 오류 (문서는 찾았으나 답변이 틀린 경우)

2. 답변 생성 프롬프트 개선 검토

3. 튜닝 전후 비교 테스트
  - 보험 약관 기반 정확 답변 생성 능력 강화
  - 실패 유형 분류로 정밀 대응: 검색 실패(인덱스/청크 문제)와 답변 생성 오류(LLM 능력 문제) 구분하여 각각 최적 해결","","03월 27일","04월 03일","",""
"2026-03-27","13","답변","약관","","","","1. 답변 생성 프롬프트 개선

2. 튜닝 전후 비교 테스트
  - 법률 용어/약관 구조 직접 학습 실험
  - 문서 찾았으나 오답인 케이스 집중 분석
  - 검색은 성공하나 LLM 전환 실패 → 모델 튜닝 직접 효과 영역","","03월 27일","04월 03일","","API 입력값에 약관 Id가 같이 들어올 수 있도록 AI CSR과 논의 요청"
"2026-03-27","14","답변","멀티턴 답변","","","","1. 멀티턴 테스트 실행
- 대화 맥락 유지 능력 확보: 모델 튜닝 시 멀티턴 대화 데이터 포함 가능","","03월 27일","04월 03일","",""
"2026-03-27","15","답변","예측질의 답변","","","","","","03월 27일","04월 03일","","예측질의 학습 질답 세트 제공 요청"
"2026-03-27","16","답변","유도질의 답변","","","","","","03월 27일","04월 03일","","유도질의 학습 질답 세트 제공 요청"
"2026-03-27","17","요약","공통","","","","","","03월 27일","04월 03일","",""
"2026-03-27","18","요약","이전상담 요약","","","","","","03월 27일","04월 03일","",""
"2026-03-27","19","요약","직전상담 요약","","","","","","03월 27일","04월 03일","",""
"2026-03-27","20","요약","문자/알림톡 요약","","","","","","03월 27일","04월 03일","",""
"2026-03-27","21","요약","이메일 내용 요약","","","","","","03월 27일","04월 03일","",""
"2026-03-27","22","요약","현재 상담 결과 요약","","","","","","03월 27일","04월 03일","",""
"2026-03-27","23","요약","고객 발화 요약","","","","","","03월 27일","04월 03일","",""
"2026-03-27","24","요약","상담사 발화 요약","","","","","","03월 27일","04월 03일","",""
"2026-03-27","25","요약","상담내용 요약","","","","","","03월 27일","04월 03일","",""
"2026-03-27","26","요약","공통","","","","1. 데이터셋 재가공
 - STT 가명화
 - 키워드 재검수
2. UAT 요약셋
 - 평가용 프로그램 개발
3. 프롬프트 개선
 - UAT 현업 피드백 반영
 - 기존 평가 및 오류유형분석 데이터 분석결과 일괄 반영","1. 데이터셋 재가공
 - 데이터 건수 확정 (품질개선 툴 - 전체상담내용요약 - 1단계 결과기반)
2. 메타데이터 관련
 - 메타데이터 A/B 테스트 (효과 검증)
 - (효과 검증 시) 워크플로우 개발 및 메타데이터 준비
3. UAT 요약셋
 - 현업 피드백을 프롬프트에 반영
4. 프롬프트 개선
 - UAT 현업 피드백 반영
 - 기존 평가 및 오류유형분석 데이터 분석결과 반영","03월 27일","04월 03일","",""
"2026-03-27","27","요약","상담 제목","","","","1. 오류유형분석
 - 기존 프롬프트에 대한 평가 결과(LLM Judge - reason) 기반 오류유형분석
2. 프롬프트 개선
 - 외부 품질개선 툴 활용(3단계): 기존 프롬프트 디벨롭, 새로운 프롬프트 개발 병행
3. LLM Judge 평가 실시","1. 오류유형분석
 - 기존 프롬프트에 대한 평가 결과(LLM Judge - reason) 기반 오류유형분석
2. 프롬프트 개선
 - 외부 품질개선 툴 활용(3단계): 기존 프롬프트 디벨롭
3. LLM Judge 평가 실시","03월 27일","04월 03일","",""
